timestamp,open,high,low,close,volume,sma_20,sma_50,ema_12,ema_26,rsi,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower
2025-08-01,85000.0,86935.6199875008,84278.66783922946,86155.17690032664,34033.291233145974,86155.17690032664,86155.17690032664,86155.17690032664,86155.17690032664,0.0,0.0,0.0,0.0,86155.17690032664,,
2025-08-02,86155.17690032664,91865.90940638243,85888.288410825,91620.89800745333,75690.46507155226,88888.03745388999,88888.03745388999,89115.7758333536,88993.14747518089,99.99999999999635,122.62835817271844,68.12686565151024,54.50149252120819,88888.03745388999,96617.73437173745,81158.34053604254
2025-08-03,91620.89800745333,92054.05849951284,91189.51334430769,91719.80744363712,40943.38722359871,89831.9607838057,89831.9607838057,90132.12997224023,89972.80992811563,99.99999999999461,159.32004412460083,105.50111912408835,53.81892500051248,89831.9607838057,96201.10533028917,83462.81623732223
2025-08-04,91719.80744363712,94410.88503240519,91327.2577222903,93502.33333627248,41224.61439426313,90749.5539219224,90749.5539219224,91195.97146516823,90959.51043434718,99.99999999999456,236.461030821054,149.86423284257265,86.59679797848136,90749.5539219224,97114.74332810414,84384.36451574066
2025-08-05,93502.33333627248,95210.60119113665,93080.24832599577,94198.56590666597,56754.857742297114,91439.35631887111,91439.35631887111,92011.76564372073,91710.66075818262,99.99999999999379,301.10488553810865,194.85490772820327,106.24997780990537,91439.35631887111,97756.26015454489,85122.45248319734
2025-08-06,94198.56590666597,94723.44541382865,93383.89446539081,94071.0041725139,42703.17449926901,91877.96429447824,91877.96429447824,92512.2689423539,92183.41871864945,98.43883853661576,328.85022370444494,231.17508835321456,97.67513535123038,91877.96429447824,97922.76918841059,85833.15940054589
2025-08-07,94071.0041725139,94221.58216878005,89868.05906397046,89885.0434962325,44596.41350076791,91593.26132330028,91593.26132330028,91926.01277601234,91774.66459980392,65.0922284303267,151.3481762084266,210.97302647760011,-59.62485026917352,91593.26132330028,97313.33857176661,85873.18407483395
2025-08-08,89885.0434962325,92144.29950920021,88933.57808241282,91445.25028409794,67236.26710267097,91574.75994339999,91574.75994339999,91825.68505399312,91721.58779120847,69.00563502438004,104.0972627846495,185.28877066300237,-81.19150787835287,91574.75994339999,96871.55651987056,86277.96336692941
2025-08-09,91445.25028409794,92272.27412676353,89645.5712918074,89922.86208020624,76463.69896473415,91391.21573637846,91391.21573637846,91449.23894264924,91454.97715352567,62.20144310376697,-5.738210876428639,141.1605902376515,-146.89880111408013,91391.21573637846,96466.82726204395,86315.60421071298
2025-08-10,89922.86208020624,91648.80028117416,89702.45041125936,91243.18624182341,71374.31666988708,91376.41278692296,91376.41278692296,91410.19203592397,91425.7520690056,65.17917893083688,-15.56003308162326,106.04607299443555,-121.60610607605881,91376.41278692296,96162.66096626478,86590.16460758113
2025-08-11,91243.18624182341,93501.73226183394,90923.91751849548,93180.09514408535,50474.725282680294,91540.38391030136,91540.38391030136,91734.04162933934,91653.29092162012,68.78647946644367,80.7507077192131,100.51159160831708,-19.76088388910398,91540.38391030136,96209.46966236402,86871.2981582387
2025-08-12,93180.09514408535,93216.8440416675,92267.56135331729,92640.50186718148,92340.8370836668,91632.06040670803,91632.06040670803,91895.207283846,91774.58534118428,66.85696814296597,120.62194266171718,104.83045161902926,15.791491042687923,91632.06040670803,96128.94049524682,87135.18031816924
2025-08-13,92640.50186718148,92707.33558712082,90340.99454824354,90928.76355144464,31361.752367513996,91577.96064861085,91577.96064861085,91727.39593720336,91675.49747108016,61.393857306224156,51.89846612319525,93.62820446998259,-41.72973834678734,91577.96064861085,95901.0339087002,87254.8873885215
2025-08-14,90928.76355144464,91023.0197135408,89633.10441239022,90045.96314008813,134146.35273672943,91468.53225514494,91468.53225514494,91441.10161699087,91492.48137300214,58.911202294339944,-51.37975601127255,63.29243094458124,-114.67218695585379,91468.53225514494,95701.96183687495,87235.10267341492
2025-08-15,90045.96314008813,90892.99803424912,88810.29508738455,88910.66432228909,38151.823703445334,91298.00772628789,91298.00772628789,91017.2100505536,91213.19201083282,55.99901373773259,-195.98196027922677,9.546537175190569,-205.52849745441733,91298.00772628789,95585.9565770646,87010.05887551118
2025-08-16,88910.66432228909,89286.07018133542,87676.76954580272,89224.41680988991,99669.33081936848,91168.408294013,91168.408294013,90720.9368321572,91005.14978741591,43.273677818044156,-284.2129552587139,-50.9069764454346,-233.30597881327932,91168.408294013,95438.73417688122,86898.08241114479
2025-08-17,89224.41680988991,89617.45330165102,87679.13417291472,88208.50700226633,52177.4274168123,90994.29645332202,90994.29645332202,90310.42267044244,90721.26612200767,40.62713532018249,-410.8434515652334,-124.55262402436398,-286.29082754086943,90994.29645332202,95371.20956623097,86617.38334041307
2025-08-18,88208.50700226633,90859.93460238713,87385.6346781248,90501.08757152685,69258.96837931593,90966.89595988896,90966.89595988896,90341.28142231655,90699.5128694062,42.20101418531788,-358.23144708965265,-172.14575017827025,-186.0856969113824,90966.89595988896,95219.48588150759,86714.30603827034
2025-08-19,90501.08757152685,90699.21401836915,89918.56052860284,90098.36067573055,36971.71865280178,90921.1835765122,90921.1835765122,90302.27727026575,90641.55309932865,39.180232470551054,-339.275829062899,-206.06052943429935,-133.21529962859964,90921.1835765122,95073.12730199561,86769.23985102877
2025-08-20,90098.36067573055,94992.59806456752,89455.11020055902,94947.4912531912,45245.460597589394,91122.49896034616,91122.49896034616,91043.15152105616,91047.63579564975,51.85152569802447,-4.484274593589362,-165.2750539485257,160.79077935493635,91122.49896034616,95546.70179618437,86698.29612450795
2025-08-21,94947.4912531912,102111.1730896715,94756.09891882885,101569.12830776621,98047.63697489208,91893.19653071812,91619.95750069949,92712.53511258276,92020.21382734411,72.37902026645997,692.3212852386496,7.840926986599026,684.4803582520506,91893.19653071812,97796.85716771474,85989.5358937215
2025-08-22,101569.12830776621,102610.16829714122,97796.08710584434,98605.48866723804,101829.90565167084,92242.42606370736,91937.48164463305,93642.71847045155,92617.9620803732,63.014626082927826,1024.756390078357,212.73587749052714,812.0205125878299,92242.42606370736,98861.28645633002,85623.5656710847
2025-08-23,98605.48866723804,104111.17663587644,98302.0393711437,103620.66555926623,161292.2095391126,92837.46896948882,92445.44616266059,95211.42891539924,93600.28109514927,72.09236353675934,1611.1478202499711,494.079022842158,1117.0687974078132,92837.46896948882,101175.13138154506,84499.80655743259
2025-08-24,103620.66555926623,104709.60383966153,103058.37282807102,104576.21791364776,53807.68700549876,93391.1631983576,92950.89498561838,96678.7926557457,94565.53304488107,71.76008220793713,2113.259610864625,819.4516693268533,1293.8079415377715,93391.1631983576,103247.27062930026,83535.05576741493
2025-08-25,104576.21791364776,104747.44701735332,102554.96935948121,102758.90413381625,43717.37733820235,93819.1801097151,93343.2153515463,97628.78093749497,95276.22285963214,65.69429464907493,2352.5580778628355,1127.2357263258366,1225.322351536999,93819.1801097151,104529.40401617765,83108.95620325256
