nohup: ignoring input
/home/johan/itbot_linux/config.py:225: UserWarning: Configuración PostgreSQL incompleta; haciendo fallback a SQLite por defecto.
  warnings.warn("Configuración PostgreSQL incompleta; haciendo fallback a SQLite por defecto.")
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.09% base=-0.09% pos=1 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.13% base=-0.13% pos=1 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.30% base=-0.30% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.32% base=-0.32% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.16% base=-0.16% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.16% base=-0.16% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.35% base=-0.35% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.29% base=-0.29% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.52% base=-0.52% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.53% base=-0.53% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.30% base=-0.30% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.24% base=-0.24% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.48% base=-0.48% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.38% base=-0.38% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.39% base=-0.39% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.22% base=-0.22% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.23% base=-0.23% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=0.02% base=0.02% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=0.05% base=0.05% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=0.16% base=0.16% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=0.20% base=0.20% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=0.31% base=0.31% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=0.30% base=0.30% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=0.30% base=0.30% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.47% base=-0.47% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.73% base=-0.73% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.73% base=-0.73% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.91% base=-0.91% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-1.15% base=-1.15% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.85% base=-0.85% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-1.18% base=-1.18% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-1.28% base=-1.28% pos=2 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.40% base=-2.40% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.42% base=-2.42% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.40% base=-2.40% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.40% base=-2.40% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.40% base=-2.40% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.40% base=-2.40% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.40% base=-2.40% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.40% base=-2.40% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.40% base=-2.40% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.42% base=-2.42% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.42% base=-2.42% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.42% base=-2.42% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.40% base=-2.40% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.42% base=-2.42% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.40% base=-2.40% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.42% base=-2.42% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.42% base=-2.42% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.42% base=-2.42% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.42% base=-2.42% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.42% base=-2.42% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.40% base=-2.40% pos=0 non_core=[]
